artifact_id,artifact_name,workflow_run_id,created_at,fold,N,mae,rmse,r2,hit_rate,sharpe_long_only,sharpe_long_short,positive_signal_precision,positive_signal_coverage,mean_actual_return,validation_start,validation_end,hit_rate_vix_gt_20,n_vix_gt_20
9678170128,regime-analysis-106,33146319163,2026-08-28T07:39:30Z,3,4830,0.023659420841049796,0.04385381267215849,-0.25333575630212835,0.574120082815735,-0.4864305862843221,-0.11356355879896048,0.5199004975124378,0.7490683229813665,-0.004549630241349146,2026-01-14,2026-03-26,0.5786314525810324,2499
9678170128,regime-analysis-106,33146319163,2026-08-28T07:39:30Z,4,4830,0.02242766576481851,0.03582787970309101,0.03013389188621296,0.5548654244306418,1.0386889852182124,0.8908295218102105,0.5681308830121022,0.9238095238095239,0.005637348049990658,2026-03-27,2026-06-08,0.8943452380952381,672
9678170128,regime-analysis-106,33146319163,2026-08-28T07:39:30Z,5,4805,0.019596970206731682,0.031400216242758384,-0.010991501011629712,0.5664932362122789,0.9671898327292172,1.1748194912285126,0.5723431498079385,0.3250780437044745,0.0007683922685673115,2026-06-09,2026-08-19,0.5782312925170068,147
9633446351,regime-analysis-105,33034753272,2026-08-27T04:36:35Z,1,4830,0.017104670899957493,0.02800271522269386,-0.12278216800012265,0.4971014492753623,1.5361950356057033,-0.12975063272099338,0.6745901639344263,0.505175983436853,0.008242150292342609,2025-08-20,2025-10-29,0.47619047619047616,525
9633446351,regime-analysis-105,33034753272,2026-08-27T04:36:35Z,2,4830,0.018642931640989242,0.0321043903621761,-0.056589630943087776,0.5374741200828157,1.425569911704386,0.42114817517894615,0.6084298584298584,0.6434782608695652,0.007921818606544494,2025-10-30,2026-01-12,0.780952380952381,630
9633446351,regime-analysis-105,33034753272,2026-08-27T04:36:35Z,3,4830,0.02515344887168174,0.04622427638035797,-0.35774366023022064,0.4927536231884058,-0.6257161764704755,-0.44776208087001274,0.4716255934885824,0.9157349896480331,-0.004319291739399428,2026-01-13,2026-03-25,0.45507246376811594,2415
9633446351,regime-analysis-105,33034753272,2026-08-27T04:36:35Z,4,4830,0.02375698711588645,0.03751572661779947,-0.071538997398372,0.4946169772256729,0.6758838440749003,-0.016157816407478882,0.5512440758293838,0.6989648033126294,0.0062182797249137455,2026-03-26,2026-06-05,0.8743386243386243,756
9633446351,regime-analysis-105,33034753272,2026-08-27T04:36:35Z,5,4805,0.021063612287959638,0.03449292790474892,-0.2092988575333452,0.4840790842872008,0.15333537202673045,0.1198319378205118,0.4799459215863001,0.923621227887617,0.0007791699999493976,2026-06-08,2026-08-18,0.6428571428571429,168
9587697881,regime-analysis-104,32905972054,2026-08-26T00:20:00Z,1,4830,0.01796175810039418,0.028500345865074026,-0.1844248174481231,0.36376811594202896,0.51744307706632,-1.6651297337342292,0.6502293577981652,0.1805383022774327,0.00865865940234038,2025-08-19,2025-10-28,0.4533333333333333,525
9587697881,regime-analysis-104,32905972054,2026-08-26T00:20:00Z,2,4830,0.01775454720367833,0.030165025765344994,0.05840980815765717,0.584472049689441,1.6999955184924926,1.6106913632329722,0.6034522976440401,0.8875776397515528,0.007534402661026547,2025-10-29,2026-01-09,0.7238095238095238,630
9587697881,regime-analysis-104,32905972054,2026-08-26T00:20:00Z,3,4830,0.021900502458323465,0.0413997829029964,-0.07051820240938822,0.5971014492753624,-0.12804896446058076,0.4877254869406223,0.5370684776457272,0.7316770186335404,-0.0040075457807861705,2026-01-12,2026-03-24,0.6445887445887446,2310
9587697881,regime-analysis-104,32905972054,2026-08-26T00:20:00Z,4,4830,0.023135258814900608,0.036437895367995576,-0.0323937024606209,0.512008281573499,1.241511814962198,0.324549433430477,0.6184145741014279,0.42049689440993787,0.007000004777366918,2026-03-25,2026-06-04,0.7083333333333334,840
9587697881,regime-analysis-104,32905972054,2026-08-26T00:20:00Z,5,4805,0.020513171891639218,0.03323813442141759,-0.11556864581718784,0.47762747138397504,-0.16418708686654898,-0.5259351341298738,0.4723723723723724,0.6930280957336108,0.0010261641713971365,2026-06-05,2026-08-17,0.6190476190476191,210
